sq_orig	sq_mod
E ashtu ende gjithë herë , qi të nisetë me shërbyem ndoonjë kënco shinte sakramentesh , nd a njintë e ndë pastë kuur , maa parë të bierë pakëzë mbë gjunjë e të banjë uratë oo me gojë oo veçëse me zemërë e të kujtuom , mirë tue vuum roe vetë ndë vetëhe e tue kujtuom , se pa ku a nisunë , oo qish do me baam , e ndër të ciat kafshë aty do me u përziem , oo përpara së kuujsë faqe do me u kallëzuom .	E ashtu edhe gjithherë , që të niset për të shërbyer ndonjë këso të shenjta sakramente , në a njintë e në pastë uur , më parë të bjerë pakëz më gjunjë e të bëë uratë o me gojë o veçse me zemër e të kujtuar , mirëduke vënë re vetë në vete e suke kujtuar , se pa ku është nisur , o qysh do të bëjë , e ndër të cilat gjëra aty do të përzihet , o përpara së kujt faqe do të kallëzohet .
Ani ndeevonë veshunë maa pak kotënë e stolënë përmbii ta – jashtë ncë rrëfyemit , qi , kuur godit ashtu zyra , kedo të jeetë e sido të ndodhetë , ashtu duhetë me ndenjunë e me e ndëgjuom ende paa të tjera çerimonie , – e mbë të tjerat shinte sakramente gjithëherë i duhetë të kietë maa pak një gjakon ndaj vetëhenë oo , – sikundrëse a vendi , e qish sakrament të jeetë , – dy oo tre bukur parequom e m kotët veshunë , si u kaa hie .	Ani më vonë veshur më pak veladonin e stolën përmbi të – jashtë së rrëfyerit , që , kur godit ashtu zyra , kudo të jetë e sido të ndodhet , ashtu duhet të rrijë e ta ndëgjuem edhe pa të tjera ceremoni , – e më të tjerat të shenjta sakramente gjithherë i duhet të ketë më pak një dhjak ndaj veten o , – sikundërse është vendi , e qysh sakrament të jetë , – dy o tre bukur parequom e me veladonin veshur , si u ka hije .
E ashtu ende fort mirë të venë roe prifti , qi paramentetë e petëkatë e napëtë e gjithë të tjeratë eenë e saa kafshë duhenë nd atë shinte shërbëtyrë të jeenë gjithë të tana e t ungjina e të mpastra e të dëlira , si duhetë .	E ashtu edhe fort mirë të vënë re prifti , që paramanat e petkat e napat e gjithë të tjerat jenë e sa gjëra duhen në atë të shenjtë shërbim të jenë gjithë të tëra e t ungjina e të pastra e të dëlira , si duhet .
E ashtu ende gjithë herë , qi shërben ndoonjë kënco shinte sakramentesh , – çerimoniatë , zakonetë e të mirëtë e vërtytnë e tyne e , se qish kafshë shëmënjenjënë e shinjifikonjënë , aqë saa mundën e saa i vie-n dore me komodita-të vet t a nçelnjë e t a kallëzonjë gjithëkuujnaaj , posikundrëse < Concilio Tridentino > e shintënitë atë e katekismi i Romësë kanë urdhënuom e ndërequnë .	E ashtu edhe gjithherë , që shërben ndonjë këso të shenjta sakramente , – ceremonitë , zakonet e të mirët e virtytin e tyre e , se qysh gjëra shëmënjenjënë e shinjifikonjënë , aq sa mundin e sa i vjen dore me komodita të vet ta çelë e ta kallëzojë gjithkujt , posikundërse < Concili Trentin > e shenjtët etër e katekizmi i Romës kanë urdhëruar e ndrequr .
E gjithë sakrament ashtu ende qi të marrënë me shërbyem , maa tepërë përmbii gjithë kafshët të kienë të madh kujdes e të nzyyrunë përmbii formë-të tii e ato shinte fjalë , qi lidhnjënë e konshekronjënë , tue i thanë gjithë me mend e me shqise e fort bukurë e gojëplot daam e kthiem njanënë n tieteret e gjithë plot me frikët e tmeer-të Tinëzot ndë vetëhe .	E gjithë sakrament ashtu edhe që të marrin për të shërbyer , ma tepër përmbi gjithë gjërat të kenë të madh kujdes e të nzyyrunë përmbi formë të tij e ato të shenjta fjalë , që lidhin e konsakrojnë ,  duke i thënë gjithë me mend e me shqisa e fort bukur e gojëplot ndarë e kthyer njaërën në tjetrën e gjithë plot me frikë e tmer të Tinëzot në vete .
E ashtu ende gjithë saa uratë e të lutuna e kafshë të tiera janë ndërequnë e urdhënuom , aspak të mos i thoetë veçëse për mend e sikuur për të ngutunë oo për të harruom , – posikundrëse kanë mpsuom gojënë disa të paafat , qi as gjymsëtë s u thonë , – po bukur hieshim e gjithë për letërë tue i shukuom e kaadaleth , si do ligja , paa ndoonjë të ngutunë e të përzienë .	E ashtu edhe gjithë sa uratë e të lutura e gjëra të tjera janë ndrequr e urdhënuar , aspak të mos i thuhet veçse për mend e sikur për të ngutur o për të harruar , – posikundërse kanë mësuar gojën disa të pafat , që as gjymsëtë s'u thonë , – po bukur hieshëm e gjithë për letër dukei shikuar e ngadalë , si do ligja , pa ndonjë të ngutur e të përzier .
E të tjeratë kafshë e çerimonie me t atiat shqise e devocione e të prunjëtë t i banjë , saa gjithëkush të ndodhetë aty me j a gjegjunë , të mbushenë plot me devocione e dëshirit së qiellet , tue lëvduom e tue përlëvduom atë zo-të mëshëriershim , qi i kaa baam , ndërequnë e urdhënuom .	E të tjerat gjëra e ceremoni me të atilla shqisa e devocione e të përulët t'i bëjë , sa gjithkush të ndodhet aty t'ia dëgjojnë, të mbushen plot me devocione e dëshirë të qiellit , dukë lëvduar e duke përlëvduar atë zot të mëshirshëm , që i ka bërë , ndrequr e urdhëruar .
E ashtu ende gjithë herë , qi të doë me u afruom e me shërbyem ndoonjë kënco kafshësh , for-të ruhetë , mos marrë me nçtuom oo me përziem ndoonjë tjetër kafshë , qi di , se s përket asaaj shërbëtyre ; po gjithë mendnë e shqisenë e vet t a kietë të  plotë mb atë shërbëtyrë , qi ashtë tue baam , e jo mbë tjetërë , oo ndë mose , ndoonee tue kujtuom e tue e pasunë zemërënë e vullëndetnë me e mbaruom atë kafshë ashtu , posikundrëse shinteja ama kishë kaa urdhënuom e ndërequnë , e jo ndryshej .	E ashtu edhe gjithherë , që të dojë t'u afrohet e tëshërbyjë ndonjë këso gjërash, fort të ruhet , mos marrë të shtojë o tëpërziejë ndonjë tjetër gjë, që di , se s'i përket asaj shërbese ; po gjithë mendjen e shqisën e vet ta ketë të plotë më atë shërbesë , që është duke bërë , e jo më tjetër , o në mos , ndoonee duke kujtar e duke e pasur zemrën e vullnetin për ta mbaruar atë gjë ashtu , posikundërse e shenjta ama kishë ka urdhëruar e ndrequr , e jo ndryshe .
E ashtu ende for-t a shtierë ndë mend e të ruhetë gjithëkush , qi ndë të shërbyemi-të këtyne shinteve sakramente asndoonjë pagëtyrë të mos lypetë , mos pari , mos mbrapa , – po të jeenë shërbyem fort bukur hieshim e me saa të denja e të dërejta arrësenje , fort daam e larguom n gjithë rrembashit së lakëmiisë e ncë simoniisë e anco kafshësh , qi aty as me ndoonjë arrësye s janë për hie me qenë përziem e përmendunë .	E ashtu edhe fort ta shtjerë në mend e të ruhet gjithkush , që në të shërbyerit të këtyne të shenjtave sakramente asndonjë shpërblim të mos lypet , mos para , mos mbrapa , – po të jenë shërbyer fort bukur hieshëm e me sa të denja e të drejta arsye , fort ndarë e larguar në gjithë rrembashit së lakmisë e së simoniisë e aso gjërash, që aty as me ndonjë arsye s'janë për hije me qenë përzier e përmendur .
Maa mb atë herë , kuur ndoonja me vullënde-të vet do me dhanë gjaakafshë sikuur për lëmoshënë e jo për pagëtyrë mbë disa vise , ke ashtu ashtë zakoni , këjo ende paa mkat munë merretë , veçëse ndryshej nd i duktë upeshkëpit , qi të mos e urdhënonjë .	Ama më atëherë , kur ndonjë me vullnet të vet do të japë gjëkafshë sikur për lëmoshën e jo për shpërblim më disa vise , ku ashtu është zakoni , kjo edhe pa mëkat mund të merret , veçse ndryshe në iu duk ipeshkvit , që të mos e urdhërojë .
E ashtu ende i ciecilli prift for-të ruhetë , qi këto shinte sakramente as me ndoonjë arrësye mos i shërbenjë kund ndë ndoonjë tjetër famullii jashtë vendit e famulliet së vet , – veçëse ndë goditë aqë e madhe nevojë , qi të mos mundej ndryshej me u baam , oo të jeetë me urdhëni- të vikarit oo të parokianit e të priftit , qi ashtë  ati i shpiirtit e bariu i tyne .	E ashtu ende secili prift fort të ruhet , që këto të shenjta sakramente as me ndonjë arsye mos i shërbejë kund në ndonjë tjetër famulli jashtë vendit e famullisë së vet , – veçse në godittë aq e madhe nevojë , që të mos mundej ndryshe të bëhej , o të jetë me urdhrin e vikarit oo të rektorit e të priftit , që është ati i shpirtit e bariu i tyre .
E kshtu ende arrësye ish , qi prifti gjithë herë famullisë përpara të u a kallëzon ditënë e motnë e horënë e çasnë , kuur kanë ndë mend me i përzanë këto shinte sakramente , for-tue i mpsuom e tue i ndishkuom , qi mb atë herë maa tepërë se kuurraaj të jeenë jo veçëse gjithë mkateshit e palaviishit së korpit shtëmangunë e larguom , po ashtu ende n gjithë saa dëshiresh e ncë kujtuomesh e përrallësh e fjalëshit së mbrazëtash , – e gjithë ndë frikët e tmeer-të Tinëzot e jo me j përzanë keq e paahieshim e paa ndoonjë devocione , posikundrëse mbë disa vise janë mpsuom disa të paafat , qi veçëse sikuur thuose me baam zakonë e tue u përraallunë njani me tjetërit me saa fjalë të mbrazëta paa ndoonjë shkëndii friket e tmeerjet së Tinëzot ndë vetëhe ; e këjo munë thomi , se ashtë fajtë e priftënet , qi s i kanë maa m pari qërtuom e msuom e vuum mb udhë .	E kështu edhe arrësye ish , që prifti gjithherë famullisë përpara t'ua kallëzojë ditën e motin e orën e çastit , kur kanë në mend t'i përzënë këto të shenjta sakramente , fort duke i mësuar e duke i ndëshkuar , që më atë herë më tepër se kurrë të jenë jo veçse gjithë mëkateve e palavive të korpit shmangur e larguar , po ashtu edhen gjithë sa dëshirash e së kujtuarish e përrallash e fjalësh së zbrazëtash , – e gjithë në frikë e tmerr të Tinëzot e jo t'i përzënë keq e pahijshëm e pa ndonjë devocion , posikundërse më disa vise janë mësuar disa të pafat , qi veçse sikur thuase për të bërë zakonin e duke u përrallur njëri me tjetërin me sa fjalë të zbrazëta pa ndoojë shkëndijë frike e tmerrit së Tinëzot në vete ; e kjo mund të themi , se është faji i priftërve , që s'i kanë më m pari qortuar e mësuar e vënë më udhë .
Ashtu ende aty , ke di , se ashtë zyra , e duhetë kush ashtë ati i shpiirtit e bariu i popullit këtë shinte letërë t a kietë gjithëherë ndaj vetëhenë e , tue ecunë pr urdhëni- të saaj , gjithë kafshënë t a shërbenjë , posikundrëse mbrenda t a gjeenjë shkruom e urdhënuom .	Ashtu edhe aty , ku di , se është zyra , e duhet kush është ati i shpirtit e bariu i popullit këtë të shenjtë letër ta ketë gjithherë ndaj vetes e , duke ecur për urdhëri të saj , gjithë gjënë ta shërbejë , posikundërse brenda ta gjejë shkruar e urdhëruar .
E të dijë gjithëkush , se këtu s janë vuum gjithë shintetë sakramente , veçëse pjesë ncosh , me të gjithë rubrikët e çerimonia-të tyne , qi ashtë ma i pari : të pagëzuomitë , 2. të rrëfyemitë oo peendesa , 3. të kunguomitë shint , 4. të vojuomitë shint , qi banetë ndë fii- të mortsë , 5. matrimoni , qi ashtë të vuumitë kunorë e të shoqënuomitë e burrit e të gruosë me të beekuomi-të shintesë kishë katolike .	E të dijë gjithkush , se këtu s'janë vënë gjithë të shenjtat sakramente , veçse pjesë syresh , me të gjitha rubrikat e ceremoni të tyre , që është më i pari : të pagëzuarit , 2. të rrëfyerit oo pendesa , 3. të kunguarit të shenjtë , 4. të vajuarit të shenjtë, që bëhet në fii të mortjes , 5. martesa, që është të vënët kurorë e të shoqëruarit e burrit e të gruas me të bekuarit të së shenjtës kishë katolike .
E dyy të tjera , qi ashtë : të krezmuomitë e urdhëni shint – tue qenë ato oficia e upeshkëpit , janë vuum ndë pontifikall- të tii e jo ndë këtë , ke s duhenë .	E dy të tjera , që është : të krezmuarit e urdhri i shenjtë shint – duke qenë ato zyra e ipeshkëvit , janë vënë në pontifikall- të tij e jo në këtë , ku s'duhen .
E kush të dëshëronjë ende maa të tjera kafshë me njofunë e me diijtunë për ndimë-të këtyne shinteve sakramente , le të marrë kshiill e të mpsuom saa ncë tiera letërash , e aqë maa tepërë katekismit së Romësë oo shinteshit kanone ; përse ketu maa të tiera kafshë s i janë vuum jashtë ancosh , qi perkasënë këtyne pesë sakramenteve , qi thashë përsiperi .	E kush të dëshirojë edhe më të tjera gjëra të njohë e të dijë për ndihmë të këtyre të shenjtave sakramente , le të marrë këshillëë e të mësuar sa së tjera letrash , e aq më tepër katekizmit së Romës o të shenjtave kanune ; përse këtu më të tjera gjëra s'i janë vënë jashtë asosh , që u perkasin këtyre pesë sakramenteve , që thashë përsipër .
Maa ligja ashtë , qi gjithëkush shërben këto shinte sakramente ndë kishë-të Tinëzot , i duhetë të kietë gjithë saa duor letërash di , se përkasënë asaaj oficiesë e ndeersë tii , e ashtu ende trajtuom e baam gaatii një letërë të madhe të paashkruome , ndë të ciit të munë shkruonjë e të shënonjë gjithë saa foshnjë të pagëzonjë e ditënë e vietëtë e emënatë e tyne , të prindet e të kumëtret , e ashtu ende gjith ata , qi t u venë kunorë , e ata , qi të vdesënë famulliet e populliet së tii , – posikundrëse ndë të sosmi-të kësaaj letëre , ndë dashtë Zotyynë , kemi ende maa plot me i ndërequnë e me e thanë gjithë kafshënë .	Por ligji është , që gjithkush shërben këto të shenjta sakramente në kishë të Tinëzot , i duhet të ketë gjithë sa duar letrash di , se i përkasin asaj oficiesë e nderit të tij , e ashtu edhe trajtuar e bërë gaati një letër të madhe të pashkruar , në të cilën të mund të shkruajë e të shënojë gjithë sa foshnjë të pagëzojë e ditën e vjetët e emrat e tyre , të prindërve e të kumtërve , e ashtu edhe gjithë ata , që t'u vënë kurorë , e ata , që të vdesin në famulliinë e popullin e tij , – posikundërse në të sosurit e kësaj letre , në dashtë Zoti ynë , kemi edhe më plot për t'i ndrequr e për ta thënë gjithë gjënë .
Maa parë shintit sakramentit së t pagëzuomit .	Më parë të shenjtat sakramente së të pagëzuarit .
Këta shint të pagëzuom s munë thomi , se ashtë tjetër veçëse të zanëtë fiill të shintesë fee e dera e jetësë amëshuome .	Këta të shenjtë të pagëzuar s'mund të themi , se është tjetër veçse të zënëë fill të së shenjtës fe e dera e jetës së amshuar .
I cilli ndër gjithë sakramente- të tjera të ligjsë ree prej Krishtit së mëshëriershim qe urdhënuom e ndërequnë e mbaa vendnë maa të parënë për të shelbuomi-të shekullit – posikundrëse aj vetë kësaaj fjale po j dëshmon ndë shintit ungjiill-të vet , tue thanë , se : < Nisi quia renatus fuerit ex aqua & Spirito sancto , non potest introire in regnum Dei > , – sikuur thuose : paa mos leem nieerii të dyyjtënë herë me ujët e me Shpiirtit Shint , aspak s munë hiinjë ndë regjënii-të qiellet .	I cili ndër gjithë sakramente të tjera të ligjit të ri prej Krishtit së mëshirshëm qe urdhëruar e ndrequr e mban vendin më të parën për të shëlbuarit të dheut – posikundërse ai vetë kësaj fjale po i dëshmon në të shenjtin  ungjill të vet , duke thënë , se : < Nisi quia renatus fuerit ex aqua & Spirito sancto , non potest introire in regnum Dei > , – sikur thuase : pa lerë njeri të dytën herë me ujët e me Shpirtin e Shenjtë , aspak s'mund të hyjë ndë mbretëri të qiellit .
Praashtu posikundrëse ata , qi e shërbenjënë ,  ashtu ende gjith ata , qi e përzaanë e e marrënë , – tue qenë këjo dera e kryetë e gjithë kafshësë për të shelbuom , duhetë qi të jeetë shërbyem e marrë me të madhe shpëresë e të prunjëtë e devocione , ashtu qi t u jeetë njanësë lagje ende tjetërësë për të madhe ndimë e dobii të shpiirtit .	Pra ashtu posikundërse ata , qe e shërbejnë , ashtu edhe gjithë ata , që e përzënë e e marrin , – duke qenë kjo dera e kryet e gjithë gjësë për të shelbuar , duhet që të jetë shërbyer e marrë me të madhe shpresë e të prunjëtë e devocione , ashtu që t'u jetë njërës lagje edhe tjetrës për të madhe ndihmë e dobi të shpirtit .
E ati i shpiirtit oo kushdo tjetër t a shërbenjë këtë shint sakrament , mirë duhetë t i dijë [ Svane: die ] e t i njoho , se të tjera janë kafshëtë < necessarie > prej Sinëzot urdhënuom për shërbëtyrët të këtii shinti sakramenti , posi ashtë < materia , forma , minister > – e të tjera janë ato , qi përkasënë t atiillt gazimendi e ngushëllimi t paasosuni , posikundrëse ashtë zakoni e çerimonietë , të ciatë qysh moti shintitë apostuj me saa të denja e të dërejta arrësenje i kanë urdhënuom e ndërequnë ; të ciatë aspak me ndoonjë arrësye s duhetë me qenë shkuom e lanë , veçëse ndë goditë ashtu ndoonja aqë e madhe nevojë , qi maa të mos kietë si me e baam .	E ati i shpirtit o kushdo tjetër ta shërbenjë këtë të shenjtë sakrament , mirë duhet t'i dijë [ Svane: die ] e t'i njohë , se të tjera janë gjërat < necessarie > prej Sinëzot urdhëruar për shërbesë të këtij të shenjti sakrament  , posi është < materia , forma , minister > – e të tjera janë ato , që i përkasin të atillë gazmendi e ngushëllimi të pasosur , posikundërse është zakoni e ceremonitë , të cilat qysh moti të shenjtët apostuj me sa të denja e të drejta arrësenje i kanë urdhëruar e ndrequr ; të cilat aspak me ndonjë arsye s duhet të shkojnë e të lihen , veçse në godittë ashtu ndonjë aq e madhe nevojë , që më të mos ketë si ta bëjë .
Praashtu tashti këtu kënco kafshësh desha me folë e mirë me u a shtiim ndë mend , qi kyy shint sakrament , sikundrëse ashtë zakoni , bukur hieshim e me saa të dërejta arrësenje të jeetë shërbyem e ndeerunë : posikuur të zanëtë fiill të shintesë fee e kryetë e gjithë kafshëvet për të shelbuom .	Pra ashtu tashti këtu këso gjërash desha të flas e mirë për t'ua shtirë në mend , që ky i shenjtë sakrament , sikundërse është zakoni , bukur hieshëm e me sa të drejta arsye të jetë shërbyer e nderuar : posikur të zënët fill të së shenjtës fe e kryet e gjithë gjërave për të shëlbuar .
Maa parë materiet .	Më parë materiet .
Maa parë mirë t a njoho e t a dijë prifti , qi përzihetë nde këtë shinte shërbëtyre , se < materia > e këtii shinti sakramenti tjetër s ashtë veçëse ujetë e bukur e të kulluom paa ndoonjë tjetër të përzienë ndë vetëhe , veçëse ashtu sikundrëse ashtë dhanë Sinëzot .	Më parë mirë ta njohë e ta dijë prifti , që përzihet në këtë të shenjtë shenjtë shërbesë , se < materia > e këtij të shenjti sakrament tjetër s'është veçse uji i bukur e i kulluar pa ndonjë tjetër të përzier në vete , veçse ashtu sikundërse është dhënë Sinëzot .
