sq_orig	sq_mod
Për të ciit fjalë me arrësye xhudhiu mbet sikuur ngatërruom e maa s qe i zoti as me j rresponduom .	Për të cilat fjalë me arsye hebreu mbeti si i ngatërruar e më s'qe i zoti as t'i përgjigjej .
Ashtu ende u tyy tashti s jam i zoti maa t afërë tjetër shemëllëtyrë me të dhanë jashtë këncoje – ndo anco cë diellit , qi i dha aj mjeshtri mb atë herë atii shërbëtorit vet , qi e pyeti , tue i thanë , se : Posikundrëse dielli tue qenë nja i vetëmi kaa ndë vetëhe dritënë e të nxeetitë , gjithë njaj natyre të paadaam , – ashtu ende Ati i qiellet tue qenë nja i vetëmi kaa ende Biirrë e Shpiirtinë Shint , të tre një i vetëmë Zotyynë e njaj natyre të paadaam .	Ashtu edhe unë ty tashti s jam i zoti më t afërë tjetër shembëlltyrë të të jap jashtë këncoje – ndo aso së diellit , që i dha ai mjeshtri atë herë atij shërbëtorit të vet , që e pyeti duke i thënë se : Posikundërse dielli duke qenë një i vetëm ka në vete dritën e të nxehtit , gjithë një natyre të pandaarë , – ashtu edhe Ati i qiellit duke qenë një i vetëm ka edhe birin e Shpirtin e Shenjtë , të tre një i vetëm Zoti ynë e një natyre të pandarë .
Këjo pak e shumë mun epetë për shemëllëtyre e jo maa tjetër .	Kjo pak a shumë mund të jepet si shembull e jo më tjetër .
Përse ku munë gjindetë krautyrë , qi të mundeej me u shëmënjyem me kriijuosit ?	Përse ku mund të  gjendet krijesë , që të të ngjajë me krijuesit ?
Oo kaha t ish ardhunë j atilli dies e letëruor gjith aqi i hollë , qi të mundënte njëmijë pjesësh një me e kallëzuom gjith aqii ncë randi e ncë madhejet zotëniet së tii ?	O nga të ish ardhur i atillë i ditur e letrar gjithë aq i hollë , që të mundte një mijë pjesësh një për të kallëzuar gjithë aq së rëndi e së madheje zotnisë së tij ?
Oo ku të munë gjindiishnë syytë e korpit gjith aqë të kthjellëtë e të dëlirë , qi të mundnjinë t atiinë perëndii me e paam ? – të ciinë thotë , se aqii drite ncë madhe saa aty e eengjiitë dëshëronjënë dërejt ndë faqet me e shukuom .	Oo ku të mund të gjendeshin sytë e trupit gjithaq të kthjellët e të dëlirë , që të mundë të atin për ta parë ? – të cilin thotë , se aq drite së madhe sa aty e engjëjt dëshirojnë drejt në faqe ta shikojë .
Po kush kaa pak oo shumë mend e shqise e të ndëgjuom ndë vetëhe , – mëjaft ashtë për nee e për të shelbuomit tanë , t a veemë roe e t a njofmë me syy-të mendet e të shpiirtit , tue e dashunë me gjithë zemërë e përmbii gjithë kafshët e tue shërbyem shintinë urdhënë e ligjnë e tii , jo ndryshej oo mbë qishdo tjetër arrësye po ashtu sikundrëse shinteja ama kishë katolike me drit-të Shpiirtit Shint e kaa urdhënuom e ndërequnë .	Po kush ka pak o shumë mend e shqisa e të kuptuar në vete , – mjaft është për ne e për të shëlbarit tanë , ta vëmë re e ta njohim me sy të mendjes e të shpiirtit , duke e dashur me gjithë zemër e përmbi gjithë gjërat e duke shërbyer të shenjtin urdhër e ligjin e tij , jo ndryshe o më qyshdo tjetër arsye po ashtu sikundërse shenjtja ama kishë katolike me dritë të Shpirtit të shenjtë e ka urdhënuar e ndrequr .
Përse na ndë dashimë posi shumë të tjerë me hipunë me këto të pyetuna e të çqyrëtime atje , ke s jemi të zotë me mbeerriim , aqii ncë nelt qi rrëzohemi e biemë , saa askuurraaj maa s jemi të zotë me u ngriijtunë .	Përse ne në daçim posi shumë të tjerë të hipim me këto të pyetura e shqyrtime atje , ku s'jemi të zotë të mbërrijmë , aq së lartiqi rrëzohemi e biem , sa askurrë më s jemi të zotë të ngriihemi .
Kush kaa veshëtë , kaqë mëjaft ashtë .	Kush ka veshë , kaq mjaft është .
Përse do kafshë , qi më pyet zotënia jote , s përkasënë kuujnaaj tjetëri me j diijtunë veçëse shintënet , qi janë mbë qiellt , e doktorëvet shintesë kishë , qi Shpiirti Shint kaa folë ende po flet për gojët të tyne – e jo muo e tyy , qi s jemi të zotë e të denjë as rrypnë e këpucësë tyne me u lidhunë e me u xgjidhunë .	Përse do gjëra, që më pyet zotnia jote , s'i përkasin kujt tjetër t'i dijë veçse shenjtëve, që janë në qiell , e doktorëve të kishës së shenjtë , që Shpirti i Shenjtë ka folë edhe po flet për gojë të tyre – e jo mua e ty , që s'jemi të zotë e të denjë as rripin e këpucës së tyne ta lidhin e ta zgjidhin .
E prifti mbet e j tha , se : Ajo ashtu ashtë mirëfilli e për të vërtetë .	E prifti mbeti e i tha , se : Ajo ashtu është mirëfilli e për të vërtetë .
Maa ende na paa mos folë e çqyrëtunjë gjaakafshë mbë këtë arrësye s jemi të zotë me e njofunë zemërënë e shqisenë e njani tjetërit .	Më edhe na pa mos fol e shqyrtuar gjëkafshë në këtë arsye s'jemi të zotë ta njohim zemrën e shqisën e njëri-tjetërit .
Praashtu pa më thuo , se : Mp sa oo për qish arrësye janë tre vetë ndë Tenëzotnë e ja tepërë oo mangu ?	Prandaj pa më thuaj , se : Mp sa o për ç'arsye janë tre vetë në Tenëzonë e jo tepër o mangët ?
E gjakoni : Përse Ati kaa qenë e ashtë i paa të zanë fiill e j paa meenguom kuurraaj për gjithë jetët-të jetësë e s vien tjetër ane , përse aj ashtë të zanëtë fiill , qi jet përmbii gjithë kafshët e ndër gjithë kafshët , e themeli i gjithë kafshëvet .	E dhjaku: Përse Ati ka qenë e është pazanë fil e i pamunguar kurrë për gjithë jetë të jetëve e s'vjen tjetër ane , përse ai është të zënët fill , që mbetet përmbi gjithë gjërat e ndër gjithë gjërat, e themeli i gjithë gjërave.
Maa Biri vjen prej Atit posikuur drita prej diellit ;	Pra Biri vjen prej Atit posikur drita prej diellit ;
e Shpiirti Shint vjen Atit e Birit posikuur të nxeetitë n djellit e dritet së tii .	e Shpirti i Shenjtë vjen prej Atit e Birit posikur të nxehtët prej diellit e dritës së tij .
E prifti përsërii : Pa me thuo , se : Mp sa e për qish arrësye këta të tre vetë janë një i vetëmë Zotyynë ?	E prifti përsëri : Pa më thuaj , se : Mp sa e për ç'arsye këta të tre vetë janë një i vetëm Zotynë ?
E gjakoni : Posikundrëse të thashë përsipëri , se janë të tre njaj natyre të paadaam – si ujëtë e vdora e akulli ndo dielli , të nxeetitë e drita e tii , – e kanë ncë bashku një të qenë e të mbetunë e puçtet e zotënii e një të dashunë e të mirë aqë të madh e të lëvduom , saa askuurraaj kandi s i dihetë , ashtu as gjuhet së n’jeriut s munë kallëzonetë .	E dhjaku: Po sikundërse të thashë më sipër , se janë të tre të një natyre të pandarë – si ujët e bora e akulli  ndo dielli , të nxehtët e drita e tij , –  e kanë së bashku një të qenë e të mbetur  e pushtet e zotni e një të dashur e të mirë aqë të madhe e të lëvduar , sa askurrkëndi s'i dihet , ashtu as me gjuhë të njeriut s'mund të kallëzohet .
E prifti : Pa më thuo , se : Qish kafshë shëmënjen e do me thanë këta të sdripunë të Krishtit e të marrëtë korp e të përziemitë e tii me këtë natyrë tanë e gjithë aqë muund e mortnë e tii përmbii dheet ?	E prifti : Pa më thuaj , se : Ç'gjë shembëllen e do të thotë ky të zbritur i Krishtit e të marrëtë trup e të përzierit e tij me këtë natyrë tonën e gjithaq mund e mortin e tij përmbi dhe ?
E gjakoni : Këjo , kush kaa pak oo shumë mend e shqise ndë vetëhe , tjetër s do me thanë , veçëse na kallëzon nee , se nji i vetëmi i Biri i Tinëzot për ndimët e të shelbuomi-tanë sdripi n qiellshit e u baa n’jeerii , e mbasi triidhjetë e trii vjet eci përmbii dheet , tue na mpsuom ligjnë e feenë e shintinë ungjiill e tue baam aqë shinje e mërekullii , saa askuurraaj s ishnë gjegjunë as paam .	E dhjaku: Kjo , kush ka pak a shumë mend e shqisë në vete , tjetër s'do të thotë, veçse na kallëzon neve , se një i vetëm i Biri i Tinëzot për ndihmë e shëlbimin tonë sbritii nga qielli e u bë n’jeerii , e mbasi tridhjetë e tre vjet eci përmbi dhe , duke na mësuar ligjin e fenë e ungjillin e shenjtë e duke bërë aq shinje e mrekulli , sa askurrë s'ishin dëgjuar e parë .
Ndeevonë gjindja e helmuome e e paanjofunë për të mirat të baame e zuunë e e lidhnë e e munduonë e j dhanë një mort aqë t idhunë e të mëryeshime mbë druu-të kryqsë , saa përnjëherë tue lëshuom shpiirtinë dridhti e u tristuo gjithë rrethi i shekullit , e muri i tempiesë , qi nd atë mot ish kisha e Tinëzot , plasi përmjedis njanet anë e mp tjetërët , e dielli mb atë arrësye u nxii e vduor atë të lëvduomenë dritënë e vet , saa dita ndë mjesëditët u err e u baa posikuur natënë , e saa të vdekunë e korpëna shintënish u ngjaallë e u kallëzuonë shumëve , tue dëshmuom e tue thanë , se : Aj qe mirëfilli e për të vërtetë i Biri i Tinëzot .	Më vonë gjindja e helmuar e e panjohur për të mirat e bëra e zunë e e lidhën e e munduan e i dhanë një mort aq të  hidhur e të habitshëm në dru të kryqit , sa përnjëherë duke lëshuar shpirtin dridhti e u trishtua gjithë rrethi i shekullit , e muri i tempullit , që në atë mot ish kisha e Tinëzot , plasi përmidis njërës anë e më tjetrën , e dielli për atë arsye u nxi e vdori atë të lëvduar dritën e vet , sa dita në mesditë u err e u bë posikur natë , e sa të vdekur e trupa shenjtësh u ngjallën e u kallëzuan shumëve , duke dëshmuar e duke thënë , se : Ai që mirëfilli e për të vërtetë i Biri i Tinëzot .
E këtë kafshë s e bani për tjetër veçëse për nee fajëtorët , përse qi mb atë arrësye me na çpërbleem me të paaçmuomit gjak të vet e me na lëshuom anci sënxhiri ncë helmuom , ndë të ciit qemë raam , e detyre nc atii mpkati , qi baanë printë e parë ndë parriisit , për të ciit me të madh helm e t idunë qenë vduom e qitunë jashtë hirit së Tinëzot e lavdit së parriisit , – sikundrëse ata ashtu ende gjithë të ndjekunitë e gjëniisë tyne ndeevonë maa se për pesë mijë vjet , ndjerë mos erdh Krishti mbë shekullit .	E këtë gjë s'e bëri për tjetër veçse për ne fajtorët , përse që për atë arsye të na shpërblejë me të paçmuarit gjak të vet e për të na lëshuar anci sënxhiri të helmuar , në të cilin kishim rënë , e detyre së atij mëkati , qe bënë prindët e parë në parajsë , për të cilët me të madh helm e hidhërim qenë humbur e qitur jashtë hirit të Tinëzot e lavdit të parajsës , – sikundërse ata ashtu edhe gjithë të ndjekurit e gjinisë së tyre më pas më se për pesë mijë vjet , deri mos erdhi Krishti në botë.
Përse thotë , se aj mpkati i tyne mb atë herë aqi i randë e j madh qi duku përpara Tinëzot , saa askuurraaj mbë ndoonjë tjetër arrësye mëngjii s mujti me gjetunë ,  ndjerë mos sdripi j atilli mjeek prej qiellshit t atiinë plagë e të keqe me e shëndoshunë e me e çpërbleem shekullinë .	Përse thotë , se ai mëkati i tyre atëherë aqi i rëndë e i madh që u duk përpara Tinëzot , sa askurrë më ndonjë tjetër arsye mëngji s'mundi të gjente , derisa të mos zbresë i atillë mjek prej qiellit të atillë plagë e të keqe për ta shëndoshur e për ta shpërblyer botën.
me gjithë aqë mundime e gjakt të vet të paaçmuomit .	me gjithaq mundime e gjak të vet të të paçmuarit .
E prifti mbet e j tha , se : Pa më thuo , se si oo mbë qish arrësye janë mbuluom këto të dyy të tinëzshime ndënë të baamit të shintesë kryq ?	E prifti mbet e i tha , se : Pa më thuaj ,  se si o për ç'arsye janë mbuluar këto të dy të tinëzshime nën të bërit të kryqit të shenjtë ?
E gjakoni : Përse të shinjifikuomitë e shintesë kryq banetë mbë këte arrësye , tue vuum maa parë m ballë dorënë e djathë e tue thanë , se : pr emënit të Atit – ani mbë zemërë tue thanë : e Birit – e ndeevonë përnjëherë tue prekunë buzënë e krahit shtëmangtë e mbë të djathët e tue thanë : e Shpiirtit .  Amen .	E dhjaku: Përse të shinjifikuomitë e kryqit të shenjtë bëhet për këtë arsye , duke vënë më parë në ballë dorën e djathtë e duke thënë , se : për emër të Atit – pastaj mbi zemër duke thanë : e Birit – e pastaj përnjëherë duke prekur buzën e krahut  të majtë e më të djathtë e duke thënë : e Shpirtit . Amin .
E prifti : Pa më thuo , se : Me qish arrësye këjo fjalë e shëmënjen të Shëndriitatnë ?	E prifti : Pa më thuaj , se : Për ç'arsye kjo fjalë e shëmënjen të Shëndriitatnë ?
E gjakoni : Përse këjo fjala e parë , qi thotë : pr emënit të Atit – këjo shëmënjen një të vetëminë zot bashkë me këto të dyy të tjerat , qi thotë : e Birit e Shpiirtit Shint – shëmënjenjënë të Shëndriitatnë .	E dhjaku: Përse kjo fjala e parë , që thotë : për emër të Atit – kjo shëmënjen një të vetmin zot bashkë me këto të dy të tjerat , që thotë : e Birit e Shpirtit të Shenjtë – shëmënjenjënë të Shëndriitatnë .
E prifti : Pa më thuo gjaakafshë ende kënci kshillit së dyyjtë !	E prifti : Pa më thuaj gjëkafshë edhe kësi këshillit së dytë !
Maa parë se si e mbë qish arrësye duhenë me qenë shërbyem këto shinte sakramente .	Më parë se si e më qysh arsye duhen shërbyer këto të shenjta sakramente .
Posikundrëse qysh moti këto kafshë shinteja ama kishë katolike me saa të denja e të dërejta arrësenje i kaa urdhënuom e ndërequnë me urdhëni-të shintet kanone e të saa papëve e atëshintëne për të shërbyemi-të shintevet sakramente e të gjithë saa janë çerimoniavet tyne , tashti këtu po i shkruonjëmë paa shumë të tjera të përziena , ashtu qi këndyy tutje ende maa tepërë se ndierë mp sod me saa kujdes e të dëlirë zemërë të jeenë shërbyem e ruojtunë , posikundrëse këtu për fundit gjithë kafsha kaa me qenë tfiilluom e ndërequnë .	Posikundërse qysh moti këto gjëra e shenjta amë kisha katolike me sa të denja e të drejta arsye i ka urdhëruar e ndrequr me urdhër  të të shenjtave ligje e të sa papëve e Atit të Shënjtë për të shërbyerit e te shenjteve sakramente e të gjithë sa janë cerimonive të tyre , tashti këtu po i shkruajmë pa shumë të tjera të përziera , ashtu që këndej e tutje edhe më tepër se deri më sot me sa kujdes e të dëlir zemër të jenë shërbyer e ruajtur , posikundërse këtu për fundit gjithë gjëja do të jetë ftilluar e ndrequr .
E maa tepërë përmbii gjithë kafshët mirë të venë roe gjithëkush plot me arrësye me shërbyem e me mbaajtunë ato kafshë , qi me saa të denja e të dërejta arrësenje i kaa ndërequnë e urdhënuom shinti Concilio Tridentino , veçë n gjithë ncë tjerashit ndë sesione-të 7. tue thanë , se : Këndyy tutje gjithëkush të kapërcenjë oo të shkonjë ndoonjë kafshë shërbëtyret së shintevet sakramente oo me qishdo fjalë të shtierë kundrë , tue thanë , se s janë mirë e me arrësye ndërequnë e urdhënuom gjith ato kafshë , qi ndierë m tashti bukur i kaa njofunë e provuom e përzanë shinteja ama kishë katolike – oo me qishdo ashtu tietër arrësye tue mos baam stimë prej ncosh , t i mbee sikuur pr asgjaa e për kafshë të mbrazëta – oo të zanë fiill me baam qishdo të tjera çerimonie e zakone të rea , tue i ndërruom njaj arrëseu mbë një tietërë , Anatema sit – mallëkuom qoftë !	E më tepër përmbi gjithë gjërat mirë të vërë re gjithkush plot me arsye për të shërbyer e për të mbajtur ato gjëra, që me sa të denja e të drejta arsye i ka ndrequr e urdhëruar i shenjti Koncili Trentin , veç në gjithë së tjerash në sesion të 7. duke thënë , se : Këndej e tutje gjithkush të kapërcejë o të shkojë ndonjë send shërbimet e të shentave sakramente o me qyshdo fjalë të shtjerë kundër , duke thënë , se s'janë mirë e me arsye ndrequr e urdhëruar gjithë ato gjëra, që deri më tashti bukur i ka njohur e provuar e ruajutur e shenjta ama kishë katolike – o me qyshdo ashtu tjetër arsye duke mos bërë stimë prej syresh, t'i mbajë sikur për asgjë e për gjëra të zbrazëta – o të zërë fill për të bërë qyshdo të tjera ceremoni e zakone të reja , duke i ndërruar një arsye më një tjetër , Anatema sit – mallkuar qoftë !
